sample,nucleus_id,nucleus_size_px,avi_inside,avi_outside,avi_ratio,biotin_inside,biotin_outside,biotin_ratio,bira_inside,bira_outside,bira_ratio
Sample6,2,47990,19585.856907689104,254.70053689593004,76.89758783544234,22293.379808293394,999.5922060131848,22.30247462333589,9521.317566159616,1137.5116269547318,8.370303512105133
