sample,r_avi_biotin,r_bira_biotin
S1,-0.002328823799270235,-0.002492596830513656
S2,0.029019893954587775,0.14668842614125424
S3,0.01133933599664954,0.9454818346212494
S4,0.44420532582990657,0.10231604753444835
S5,0.02548080501124545,0.014970032265805362
S6,0.9537783437513856,0.9807971454735581
