sample,nucleus_id,nucleus_size_px,avi_inside,avi_outside,avi_ratio,biotin_inside,biotin_outside,biotin_ratio,bira_inside,bira_outside,bira_ratio
7_4,7,3517,11834.908160363946,1268.3157305223979,9.331200327768029,4254.5263008245665,2684.4026975331285,1.5849061337683523,2124.4532271822577,2128.5771903609593,0.9980625728785517
7_4,10,30602,26507.587216521795,1268.3157305223979,20.899833202891653,17814.726847918435,2684.4026975331285,6.636383901822756,4483.867819096791,2128.5771903609593,2.1065093807269575
7_4,22,36913,14583.360929753746,1268.3157305223979,11.49821024749658,7893.988459350365,2684.4026975331285,2.9406871281289733,2692.1797198818845,2128.5771903609593,1.2647789951302404
