nucleus_id,avi_inside_raw,avi_outside_raw,ratio_raw,avi_inside_corrected,avi_outside_corrected,ratio_corrected
2,19585.856907689104,254.70053689593004,76.89758783544234,18496.966227493464,-834.190143299711,
