sample,nucleus_id,nucleus_size_px,avi_inside,avi_outside,avi_ratio,biotin_inside,biotin_outside,biotin_ratio,bira_inside,bira_outside,bira_ratio
Sample4,44,33953,13669.285482873383,368.1783845937785,37.12680063484739,1246.1539186522546,799.1249078365283,1.559398169712878,1155.2660442376225,1074.404873033846,1.0752613593192715
